order_id,customer_id,channel_id,store_id,order_date,status,total_amount
ORD-000000052,CUST-000000037,ZIGZAG,,2024-03-01T09:22:00,구매확정,74000
ORD-000000376,CUST-000000147,ZIGZAG,,2024-03-01T09:22:00,구매확정,78000
ORD-000000317,CUST-000000013,ZIGZAG,,2024-03-01T09:23:00,구매확정,49000
ORD-000000129,CUST-000000092,ZIGZAG,,2024-03-01T09:28:00,구매확정,49000
ORD-000000204,CUST-000000108,ZIGZAG,,2024-03-01T09:28:00,구매확정,70000
ORD-000000598,CUST-000000432,ZIGZAG,,2024-03-01T09:30:00,구매확정,39000
ORD-000000322,CUST-000000228,ZIGZAG,,2024-03-01T09:32:00,구매확정,39000
ORD-000000438,CUST-000000317,ZIGZAG,,2024-03-01T09:32:00,구매확정,88000
ORD-000000218,CUST-000000140,ZIGZAG,,2024-03-01T09:33:00,구매확정,35000
ORD-000000508,CUST-000000363,ZIGZAG,,2024-03-01T09:33:00,구매확정,84000
ORD-000000349,CUST-000000250,ZIGZAG,,2024-03-01T09:38:00,구매확정,35000
ORD-000000452,CUST-000000321,ZIGZAG,,2024-03-01T09:42:00,구매확정,49000
ORD-000000118,CUST-000000085,ZIGZAG,,2024-03-01T09:43:00,구매확정,35000
ORD-000000485,CUST-000000344,ZIGZAG,,2024-03-01T09:46:00,구매확정,70000
ORD-000000023,CUST-000000017,ZIGZAG,,2024-03-01T09:47:00,구매확정,78000
ORD-000000008,CUST-000000008,ZIGZAG,,2024-03-01T09:51:00,구매확정,35000
ORD-000000395,CUST-000000282,ZIGZAG,,2024-03-01T09:54:00,구매확정,35000
ORD-000000150,CUST-000000109,ZIGZAG,,2024-03-01T09:55:00,구매확정,88000
ORD-000000093,CUST-000000068,ZIGZAG,,2024-03-01T09:58:00,구매확정,123000
ORD-000000187,CUST-000000074,ZIGZAG,,2024-03-01T09:58:00,구매확정,74000
ORD-000000026,CUST-000000013,ZIGZAG,,2024-03-01T10:00:00,구매확정,49000
ORD-000000005,CUST-000000005,ZIGZAG,,2024-03-01T10:02:00,구매확정,133000
ORD-000000580,CUST-000000421,ZIGZAG,,2024-03-01T10:02:00,구매확정,35000
ORD-000000448,CUST-000000324,ZIGZAG,,2024-03-01T10:05:00,구매확정,84000
ORD-000000241,CUST-000000172,ZIGZAG,,2024-03-01T10:06:00,구매확정,119000
ORD-000000116,CUST-000000083,ZIGZAG,,2024-03-01T10:09:00,구매확정,39000
ORD-000000460,CUST-000000026,ZIGZAG,,2024-03-01T10:09:00,구매확정,113000
ORD-000000211,CUST-000000152,ZIGZAG,,2024-03-01T10:12:00,구매확정,49000
ORD-000000608,CUST-000000439,ZIGZAG,,2024-03-01T10:12:00,구매확정,49000
ORD-000000450,CUST-000000326,ZIGZAG,,2024-03-01T10:13:00,구매확정,127000
ORD-000000078,CUST-000000041,ZIGZAG,,2024-03-01T10:14:00,구매확정,78000
ORD-000000404,CUST-000000289,ZIGZAG,,2024-03-01T10:16:00,구매확정,98000
ORD-000000333,CUST-000000239,ZIGZAG,,2024-03-01T10:18:00,구매확정,35000
ORD-000000520,CUST-000000375,ZIGZAG,,2024-03-01T10:18:00,구매확정,84000
ORD-000000393,CUST-000000280,ZIGZAG,,2024-03-01T10:19:00,구매확정,39000
ORD-000000108,CUST-000000062,ZIGZAG,,2024-03-01T10:20:00,구매확정,88000
ORD-000000232,CUST-000000115,ZIGZAG,,2024-03-01T10:22:00,구매확정,49000
ORD-000000311,CUST-000000221,ZIGZAG,,2024-03-01T10:22:00,구매확정,39000
ORD-000000142,CUST-000000007,ZIGZAG,,2024-03-01T10:23:00,구매확정,49000
ORD-000000576,CUST-000000417,ZIGZAG,,2024-03-01T10:23:00,구매확정,49000
ORD-000000004,CUST-000000004,ZIGZAG,,2024-03-01T10:24:00,구매확정,35000
ORD-000000447,CUST-000000323,ZIGZAG,,2024-03-01T10:24:00,구매확정,84000
ORD-000000596,CUST-000000430,ZIGZAG,,2024-03-01T10:26:00,구매확정,88000
ORD-000000152,CUST-000000111,ZIGZAG,,2024-03-01T10:27:00,구매확정,35000
ORD-000000256,CUST-000000183,ZIGZAG,,2024-03-01T10:28:00,구매확정,74000
ORD-000000318,CUST-000000224,ZIGZAG,,2024-03-01T10:30:00,구매확정,39000
ORD-000000593,CUST-000000378,ZIGZAG,,2024-03-01T10:30:00,구매확정,39000
ORD-000000279,CUST-000000199,ZIGZAG,,2024-03-01T10:31:00,구매확정,39000
ORD-000000571,CUST-000000414,ZIGZAG,,2024-03-01T10:31:00,구매확정,35000
ORD-000000227,CUST-000000162,ZIGZAG,,2024-03-01T10:32:00,구매확정,49000
ORD-000000406,CUST-000000291,ZIGZAG,,2024-03-01T10:33:00,구매확정,49000
ORD-000000253,CUST-000000180,ZIGZAG,,2024-03-01T10:36:00,구매확정,35000
ORD-000000587,CUST-000000355,ZIGZAG,,2024-03-01T10:40:00,구매확정,39000
ORD-000000102,CUST-000000075,ZIGZAG,,2024-03-01T10:42:00,구매확정,127000
ORD-000000436,CUST-000000315,ZIGZAG,,2024-03-01T10:43:00,구매확정,35000
ORD-000000484,CUST-000000154,ZIGZAG,,2024-03-01T10:46:00,구매확정,49000
ORD-000000388,CUST-000000278,ZIGZAG,,2024-03-01T10:47:00,구매확정,70000
ORD-000000390,CUST-000000279,ZIGZAG,,2024-03-01T10:48:00,구매확정,35000
ORD-000000036,CUST-000000025,ZIGZAG,,2024-03-01T10:49:00,구매확정,39000
ORD-000000354,CUST-000000253,ZIGZAG,,2024-03-01T10:49:00,구매확정,70000
ORD-000000310,CUST-000000220,ZIGZAG,,2024-03-01T10:52:00,구매확정,49000
ORD-000000424,CUST-000000306,ZIGZAG,,2024-03-01T10:52:00,구매확정,74000
ORD-000000103,CUST-000000043,ZIGZAG,,2024-03-01T10:53:00,구매확정,39000
ORD-000000021,CUST-000000015,ZIGZAG,,2024-03-01T10:59:00,구매확정,88000
ORD-000000200,CUST-000000109,ZIGZAG,,2024-03-01T10:59:00,구매확정,39000
ORD-000000210,CUST-000000119,ZIGZAG,,2024-03-01T10:59:00,구매확정,133000
ORD-000000538,CUST-000000389,ZIGZAG,,2024-03-01T10:59:00,구매확정,84000
ORD-000000375,CUST-000000268,ZIGZAG,,2024-03-01T11:01:00,구매확정,74000
ORD-000000414,CUST-000000298,ZIGZAG,,2024-03-01T11:01:00,구매확정,39000
ORD-000000294,CUST-000000209,ZIGZAG,,2024-03-01T11:02:00,구매확정,35000
ORD-000000267,CUST-000000191,ZIGZAG,,2024-03-01T11:06:00,구매확정,49000
ORD-000000172,CUST-000000065,ZIGZAG,,2024-03-01T11:08:00,구매확정,49000
ORD-000000010,CUST-000000009,ZIGZAG,,2024-03-01T11:09:00,구매확정,49000
ORD-000000420,CUST-000000302,ZIGZAG,,2024-03-01T11:09:00,구매확정,35000
ORD-000000289,CUST-000000052,ZIGZAG,,2024-03-01T11:10:00,구매확정,35000
ORD-000000192,CUST-000000141,ZIGZAG,,2024-03-01T11:11:00,구매확정,49000
ORD-000000178,CUST-000000130,ZIGZAG,,2024-03-01T11:12:00,구매확정,35000
ORD-000000536,CUST-000000077,ZIGZAG,,2024-03-01T11:13:00,구매확정,39000
ORD-000000250,CUST-000000173,ZIGZAG,,2024-03-01T11:15:00,구매확정,88000
ORD-000000464,CUST-000000331,ZIGZAG,,2024-03-01T11:16:00,구매확정,35000
ORD-000000306,CUST-000000135,ZIGZAG,,2024-03-01T11:21:00,구매확정,84000
ORD-000000249,CUST-000000172,ZIGZAG,,2024-03-01T11:22:00,구매확정,98000
ORD-000000112,CUST-000000080,ZIGZAG,,2024-03-01T11:26:00,구매확정,35000
ORD-000000057,CUST-000000041,ZIGZAG,,2024-03-01T11:27:00,구매확정,35000
ORD-000000599,CUST-000000433,ZIGZAG,,2024-03-01T11:28:00,구매확정,35000
ORD-000000581,CUST-000000422,ZIGZAG,,2024-03-01T11:29:00,구매확정,137000
ORD-000000342,CUST-000000246,ZIGZAG,,2024-03-01T11:30:00,구매확정,49000
ORD-000000409,CUST-000000294,ZIGZAG,,2024-03-01T11:30:00,구매확정,39000
ORD-000000607,CUST-000000438,ZIGZAG,,2024-03-01T11:30:00,구매확정,49000
ORD-000000135,CUST-000000098,ZIGZAG,,2024-03-01T11:32:00,구매확정,74000
ORD-000000254,CUST-000000181,ZIGZAG,,2024-03-01T11:36:00,구매확정,35000
ORD-000000588,CUST-000000426,ZIGZAG,,2024-03-01T11:39:00,구매확정,39000
ORD-000000490,CUST-000000349,ZIGZAG,,2024-03-01T11:42:00,구매확정,127000
ORD-000000001,CUST-000000001,ZIGZAG,,2024-03-01T11:43:00,구매확정,39000
ORD-000000055,CUST-000000039,ZIGZAG,,2024-03-01T11:44:00,구매확정,35000
ORD-000000442,CUST-000000093,ZIGZAG,,2024-03-01T11:46:00,구매확정,35000
ORD-000000106,CUST-000000077,ZIGZAG,,2024-03-01T11:47:00,구매확정,39000
ORD-000000374,CUST-000000267,ZIGZAG,,2024-03-01T11:48:00,구매확정,109000
ORD-000000147,CUST-000000101,ZIGZAG,,2024-03-01T11:49:00,구매확정,39000
ORD-000000278,CUST-000000198,ZIGZAG,,2024-03-01T11:49:00,구매확정,35000
ORD-000000369,CUST-000000062,ZIGZAG,,2024-03-01T11:49:00,구매확정,133000
ORD-000000532,CUST-000000248,ZIGZAG,,2024-03-01T11:52:00,구매확정,137000
ORD-000000486,CUST-000000345,ZIGZAG,,2024-03-01T11:55:00,구매확정,35000
ORD-000000280,CUST-000000200,ZIGZAG,,2024-03-01T11:57:00,구매확정,49000
ORD-000000309,CUST-000000155,ZIGZAG,,2024-03-01T11:59:00,구매확정,35000
ORD-000000325,CUST-000000231,ZIGZAG,,2024-03-01T11:59:00,구매확정,39000
ORD-000000215,CUST-000000081,ZIGZAG,,2024-03-01T12:01:00,구매확정,49000
ORD-000000292,CUST-000000104,ZIGZAG,,2024-03-01T12:07:00,구매확정,98000
ORD-000000372,CUST-000000265,ZIGZAG,,2024-03-01T12:08:00,구매확정,49000
ORD-000000488,CUST-000000347,ZIGZAG,,2024-03-01T12:08:00,구매확정,88000
ORD-000000394,CUST-000000281,ZIGZAG,,2024-03-01T12:10:00,구매확정,35000
ORD-000000514,CUST-000000369,ZIGZAG,,2024-03-01T12:10:00,구매확정,119000
ORD-000000348,CUST-000000249,ZIGZAG,,2024-03-01T12:13:00,구매확정,123000
ORD-000000009,CUST-000000004,ZIGZAG,,2024-03-01T12:16:00,구매확정,123000
ORD-000000275,CUST-000000016,ZIGZAG,,2024-03-01T12:17:00,구매확정,123000
ORD-000000236,CUST-000000169,ZIGZAG,,2024-03-01T12:19:00,구매확정,98000
ORD-000000501,CUST-000000071,ZIGZAG,,2024-03-01T12:19:00,구매확정,35000
ORD-000000132,CUST-000000095,ZIGZAG,,2024-03-01T12:21:00,구매확정,78000
ORD-000000243,CUST-000000174,ZIGZAG,,2024-03-01T12:22:00,구매확정,35000
ORD-000000600,CUST-000000386,ZIGZAG,,2024-03-01T12:22:00,구매확정,35000
ORD-000000100,CUST-000000005,ZIGZAG,,2024-03-01T12:24:00,구매확정,49000
ORD-000000511,CUST-000000366,ZIGZAG,,2024-03-01T12:25:00,구매확정,35000
ORD-000000491,CUST-000000350,ZIGZAG,,2024-03-01T12:28:00,구매확정,88000
ORD-000000547,CUST-000000072,ZIGZAG,,2024-03-01T12:28:00,구매확정,84000
ORD-000000510,CUST-000000365,ZIGZAG,,2024-03-01T12:29:00,구매확정,49000
ORD-000000359,CUST-000000256,ZIGZAG,,2024-03-01T12:30:00,구매확정,88000
ORD-000000084,CUST-000000062,ZIGZAG,,2024-03-01T12:31:00,구매확정,35000
ORD-000000609,CUST-000000440,ZIGZAG,,2024-03-01T12:31:00,구매확정,74000
ORD-000000505,CUST-000000352,ZIGZAG,,2024-03-01T12:32:00,구매확정,39000
ORD-000000179,CUST-000000129,ZIGZAG,,2024-03-01T12:33:00,구매확정,70000
ORD-000000338,CUST-000000084,ZIGZAG,,2024-03-01T12:33:00,구매확정,74000
ORD-000000094,CUST-000000030,ZIGZAG,,2024-03-01T12:40:00,구매확정,98000
ORD-000000164,CUST-000000119,ZIGZAG,,2024-03-01T12:40:00,구매확정,74000
ORD-000000287,CUST-000000206,ZIGZAG,,2024-03-01T12:40:00,구매확정,84000
ORD-000000410,CUST-000000295,ZIGZAG,,2024-03-01T12:40:00,구매확정,88000
ORD-000000044,CUST-000000014,ZIGZAG,,2024-03-01T12:41:00,구매확정,84000
ORD-000000133,CUST-000000096,ZIGZAG,,2024-03-01T12:42:00,구매확정,88000
ORD-000000259,CUST-000000185,ZIGZAG,,2024-03-01T12:44:00,구매확정,109000
ORD-000000277,CUST-000000157,ZIGZAG,,2024-03-01T12:44:00,구매확정,84000
ORD-000000125,CUST-000000090,ZIGZAG,,2024-03-01T12:48:00,구매확정,39000
ORD-000000489,CUST-000000348,ZIGZAG,,2024-03-01T12:48:00,구매확정,49000
ORD-000000257,CUST-000000184,ZIGZAG,,2024-03-01T12:50:00,구매확정,70000
ORD-000000361,CUST-000000128,ZIGZAG,,2024-03-01T12:53:00,구매확정,49000
ORD-000000155,CUST-000000102,ZIGZAG,,2024-03-01T12:54:00,구매확정,137000
ORD-000000518,CUST-000000373,ZIGZAG,,2024-03-01T12:54:00,구매확정,39000
ORD-000000400,CUST-000000286,ZIGZAG,,2024-03-01T12:57:00,구매확정,49000
ORD-000000416,CUST-000000273,ZIGZAG,,2024-03-01T12:57:00,구매확정,39000
ORD-000000070,CUST-000000051,ZIGZAG,,2024-03-01T12:58:00,구매확정,84000
ORD-000000068,CUST-000000043,ZIGZAG,,2024-03-01T13:00:00,구매확정,39000
ORD-000000221,CUST-000000074,ZIGZAG,,2024-03-01T13:06:00,구매확정,35000
ORD-000000358,CUST-000000255,ZIGZAG,,2024-03-01T13:06:00,구매확정,35000
ORD-000000423,CUST-000000305,ZIGZAG,,2024-03-01T13:06:00,구매확정,84000
ORD-000000063,CUST-000000017,ZIGZAG,,2024-03-01T13:12:00,구매확정,35000
ORD-000000095,CUST-000000069,ZIGZAG,,2024-03-01T13:12:00,구매확정,39000
ORD-000000506,CUST-000000361,ZIGZAG,,2024-03-01T13:12:00,구매확정,49000
ORD-000000561,CUST-000000405,ZIGZAG,,2024-03-01T13:13:00,구매확정,49000
ORD-000000541,CUST-000000390,ZIGZAG,,2024-03-01T13:18:00,구매확정,39000
ORD-000000344,CUST-000000247,ZIGZAG,,2024-03-01T13:20:00,구매확정,133000
ORD-000000502,CUST-000000358,ZIGZAG,,2024-03-01T13:20:00,구매확정,35000
ORD-000000566,CUST-000000410,ZIGZAG,,2024-03-01T13:20:00,구매확정,39000
ORD-000000006,CUST-000000006,ZIGZAG,,2024-03-01T13:23:00,구매확정,49000
ORD-000000117,CUST-000000084,ZIGZAG,,2024-03-01T13:23:00,구매확정,49000
ORD-000000383,CUST-000000274,ZIGZAG,,2024-03-01T13:26:00,구매확정,84000
ORD-000000519,CUST-000000374,ZIGZAG,,2024-03-01T13:29:00,구매확정,39000
ORD-000000543,CUST-000000392,ZIGZAG,,2024-03-01T13:30:00,구매확정,49000
ORD-000000177,CUST-000000129,ZIGZAG,,2024-03-01T13:33:00,구매확정,35000
ORD-000000479,CUST-000000339,ZIGZAG,,2024-03-01T13:34:00,구매확정,49000
ORD-000000251,CUST-000000099,ZIGZAG,,2024-03-01T13:35:00,구매확정,49000
ORD-000000577,CUST-000000418,ZIGZAG,,2024-03-01T13:35:00,구매확정,35000
ORD-000000207,CUST-000000134,ZIGZAG,,2024-03-01T13:40:00,구매확정,39000
ORD-000000238,CUST-000000170,ZIGZAG,,2024-03-01T13:43:00,구매확정,84000
ORD-000000380,CUST-000000230,ZIGZAG,,2024-03-01T13:47:00,구매확정,35000
ORD-000000162,CUST-000000041,ZIGZAG,,2024-03-01T13:49:00,구매확정,84000
ORD-000000560,CUST-000000404,ZIGZAG,,2024-03-01T13:51:00,구매확정,133000
ORD-000000355,CUST-000000066,ZIGZAG,,2024-03-01T13:55:00,구매확정,84000
ORD-000000312,CUST-000000001,ZIGZAG,,2024-03-01T13:56:00,구매확정,49000
ORD-000000523,CUST-000000378,ZIGZAG,,2024-03-01T13:56:00,구매확정,137000
ORD-000000569,CUST-000000412,ZIGZAG,,2024-03-01T13:57:00,구매확정,88000
ORD-000000188,CUST-000000137,ZIGZAG,,2024-03-01T13:59:00,구매확정,35000
ORD-000000245,CUST-000000176,ZIGZAG,,2024-03-01T13:59:00,구매확정,74000
ORD-000000515,CUST-000000370,ZIGZAG,,2024-03-01T14:00:00,구매확정,98000
ORD-000000048,CUST-000000033,ZIGZAG,,2024-03-01T14:04:00,구매확정,49000
ORD-000000269,CUST-000000193,ZIGZAG,,2024-03-01T14:05:00,구매확정,49000
ORD-000000323,CUST-000000229,ZIGZAG,,2024-03-01T14:08:00,구매확정,123000
ORD-000000605,CUST-000000437,ZIGZAG,,2024-03-01T14:08:00,구매확정,49000
ORD-000000113,CUST-000000081,ZIGZAG,,2024-03-01T14:09:00,구매확정,70000
ORD-000000408,CUST-000000293,ZIGZAG,,2024-03-01T14:09:00,구매확정,39000
ORD-000000191,CUST-000000140,ZIGZAG,,2024-03-01T14:11:00,구매확정,39000
ORD-000000373,CUST-000000266,ZIGZAG,,2024-03-01T14:12:00,구매확정,35000
ORD-000000247,CUST-000000177,ZIGZAG,,2024-03-01T14:13:00,구매확정,49000
ORD-000000493,CUST-000000352,ZIGZAG,,2024-03-01T14:13:00,구매확정,49000
ORD-000000038,CUST-000000019,ZIGZAG,,2024-03-01T14:23:00,구매확정,39000
ORD-000000138,CUST-000000101,ZIGZAG,,2024-03-01T14:23:00,구매확정,35000
ORD-000000171,CUST-000000124,ZIGZAG,,2024-03-01T14:23:00,구매확정,49000
ORD-000000235,CUST-000000168,ZIGZAG,,2024-03-01T14:29:00,구매확정,39000
ORD-000000463,CUST-000000018,ZIGZAG,,2024-03-01T14:30:00,구매확정,35000
ORD-000000477,CUST-000000337,ZIGZAG,,2024-03-01T14:33:00,구매확정,39000
ORD-000000018,CUST-000000006,ZIGZAG,,2024-03-01T14:34:00,구매확정,39000
ORD-000000446,CUST-000000322,ZIGZAG,,2024-03-01T14:36:00,구매확정,39000
ORD-000000173,CUST-000000125,ZIGZAG,,2024-03-01T14:38:00,구매확정,35000
ORD-000000568,CUST-000000099,ZIGZAG,,2024-03-01T14:38:00,구매확정,49000
ORD-000000297,CUST-000000211,ZIGZAG,,2024-03-01T14:41:00,구매확정,39000
ORD-000000025,CUST-000000018,ZIGZAG,,2024-03-01T14:42:00,구매확정,49000
ORD-000000353,CUST-000000181,ZIGZAG,,2024-03-01T14:44:00,구매확정,39000
ORD-000000525,CUST-000000379,ZIGZAG,,2024-03-01T14:44:00,구매확정,35000
ORD-000000379,CUST-000000271,ZIGZAG,,2024-03-01T14:49:00,구매확정,49000
ORD-000000603,CUST-000000435,ZIGZAG,,2024-03-01T14:50:00,구매확정,88000
ORD-000000139,CUST-000000102,ZIGZAG,,2024-03-01T14:51:00,구매확정,84000
ORD-000000524,CUST-000000013,ZIGZAG,,2024-03-01T14:51:00,구매확정,35000
ORD-000000387,CUST-000000277,ZIGZAG,,2024-03-01T14:55:00,구매확정,39000
ORD-000000434,CUST-000000314,ZIGZAG,,2024-03-01T14:57:00,구매확정,39000
ORD-000000017,CUST-000000002,ZIGZAG,,2024-03-01T15:00:00,구매확정,49000
ORD-000000281,CUST-000000201,ZIGZAG,,2024-03-01T15:02:00,구매확정,39000
ORD-000000385,CUST-000000178,ZIGZAG,,2024-03-01T15:02:00,구매확정,35000
ORD-000000185,CUST-000000135,ZIGZAG,,2024-03-01T15:03:00,구매확정,35000
ORD-000000276,CUST-000000197,ZIGZAG,,2024-03-01T15:03:00,구매확정,74000
ORD-000000157,CUST-000000018,ZIGZAG,,2024-03-01T15:07:00,구매확정,49000
ORD-000000168,CUST-000000122,ZIGZAG,,2024-03-01T15:09:00,구매확정,137000
ORD-000000313,CUST-000000222,ZIGZAG,,2024-03-01T15:10:00,구매확정,35000
ORD-000000516,CUST-000000371,ZIGZAG,,2024-03-01T15:13:00,구매확정,39000
ORD-000000195,CUST-000000144,ZIGZAG,,2024-03-01T15:14:00,구매확정,35000
ORD-000000034,CUST-000000023,ZIGZAG,,2024-03-01T15:17:00,구매확정,35000
ORD-000000047,CUST-000000032,ZIGZAG,,2024-03-01T15:17:00,구매확정,49000
ORD-000000209,CUST-000000097,ZIGZAG,,2024-03-01T15:19:00,구매확정,49000
ORD-000000606,CUST-000000059,ZIGZAG,,2024-03-01T15:20:00,구매확정,70000
ORD-000000024,CUST-000000017,ZIGZAG,,2024-03-01T15:25:00,구매확정,39000
ORD-000000286,CUST-000000205,ZIGZAG,,2024-03-01T15:26:00,구매확정,123000
ORD-000000500,CUST-000000357,ZIGZAG,,2024-03-01T15:26:00,구매확정,137000
ORD-000000137,CUST-000000100,ZIGZAG,,2024-03-01T15:28:00,구매확정,88000
ORD-000000284,CUST-000000203,ZIGZAG,,2024-03-01T15:29:00,구매확정,49000
ORD-000000050,CUST-000000035,ZIGZAG,,2024-03-01T15:31:00,구매확정,123000
ORD-000000090,CUST-000000066,ZIGZAG,,2024-03-01T15:31:00,구매확정,39000
ORD-000000272,CUST-000000195,ZIGZAG,,2024-03-01T15:31:00,구매확정,39000
ORD-000000266,CUST-000000190,ZIGZAG,,2024-03-01T15:33:00,구매확정,74000
ORD-000000213,CUST-000000154,ZIGZAG,,2024-03-01T15:35:00,구매확정,49000
ORD-000000363,CUST-000000252,ZIGZAG,,2024-03-01T15:35:00,구매확정,49000
ORD-000000145,CUST-000000106,ZIGZAG,,2024-03-01T15:36:00,구매확정,49000
ORD-000000233,CUST-000000167,ZIGZAG,,2024-03-01T15:36:00,구매확정,88000
ORD-000000429,CUST-000000036,ZIGZAG,,2024-03-01T15:38:00,구매확정,133000
ORD-000000427,CUST-000000309,ZIGZAG,,2024-03-01T15:39:00,구매확정,49000
ORD-000000099,CUST-000000073,ZIGZAG,,2024-03-01T15:41:00,구매확정,98000
ORD-000000296,CUST-000000210,ZIGZAG,,2024-03-01T15:41:00,구매확정,49000
ORD-000000300,CUST-000000214,ZIGZAG,,2024-03-01T15:42:00,구매확정,39000
ORD-000000196,CUST-000000145,ZIGZAG,,2024-03-01T15:43:00,구매확정,119000
ORD-000000432,CUST-000000312,ZIGZAG,,2024-03-01T15:43:00,구매확정,84000
ORD-000000398,CUST-000000284,ZIGZAG,,2024-03-01T15:45:00,구매확정,39000
ORD-000000088,CUST-000000065,ZIGZAG,,2024-03-01T15:47:00,구매확정,49000
ORD-000000045,CUST-000000030,ZIGZAG,,2024-03-01T15:58:00,구매확정,74000
ORD-000000381,CUST-000000272,ZIGZAG,,2024-03-01T16:00:00,구매확정,39000
ORD-000000072,CUST-000000052,ZIGZAG,,2024-03-01T16:01:00,구매확정,127000
ORD-000000037,CUST-000000026,ZIGZAG,,2024-03-01T16:02:00,구매확정,123000
ORD-000000299,CUST-000000213,ZIGZAG,,2024-03-01T16:03:00,구매확정,39000
ORD-000000589,CUST-000000427,ZIGZAG,,2024-03-01T16:03:00,구매확정,35000
ORD-000000231,CUST-000000166,ZIGZAG,,2024-03-01T16:06:00,구매확정,35000
ORD-000000184,CUST-000000123,ZIGZAG,,2024-03-01T16:08:00,구매확정,35000
ORD-000000583,CUST-000000424,ZIGZAG,,2024-03-01T16:09:00,구매확정,39000
ORD-000000030,CUST-000000021,ZIGZAG,,2024-03-01T16:10:00,구매확정,123000
ORD-000000413,CUST-000000297,ZIGZAG,,2024-03-01T16:10:00,구매확정,35000
ORD-000000073,CUST-000000053,ZIGZAG,,2024-03-01T16:11:00,구매확정,49000
ORD-000000435,CUST-000000098,ZIGZAG,,2024-03-01T16:13:00,구매확정,39000
