sku_code,available_qty,reserved_qty,defective_qty,pending_return_qty,safety_stock,reorder_point,last_updated
NQ-TOP-STR-007-S-BLK,3900,0,0,4,946,1893,2026-08-09T00:00:00
NQ-TOP-STR-007-S-WHT,3910,0,0,5,946,1893,2026-08-09T00:00:00
NQ-TOP-STR-007-M-BLK,4072,0,0,11,946,1893,2026-08-09T00:00:00
NQ-TOP-STR-007-M-WHT,3514,0,0,8,946,1893,2026-08-09T00:00:00
NQ-TOP-STR-007-L-BLK,3099,0,0,3,946,1893,2026-08-09T00:00:00
NQ-TOP-STR-007-L-WHT,3057,0,0,7,946,1893,2026-08-09T00:00:00
NQ-TOP-WAV-008-S-BLK,3898,0,0,6,946,1893,2026-08-09T00:00:00
NQ-TOP-WAV-008-S-WHT,3841,0,0,10,946,1893,2026-08-09T00:00:00
NQ-TOP-WAV-008-M-BLK,3880,0,0,8,946,1893,2026-08-09T00:00:00
NQ-TOP-WAV-008-M-WHT,3908,0,0,2,946,1893,2026-08-09T00:00:00
NQ-TOP-WAV-008-L-BLK,3208,0,0,1,946,1893,2026-08-09T00:00:00
NQ-TOP-WAV-008-L-WHT,3066,0,0,3,946,1893,2026-08-09T00:00:00
NQ-TOP-NAT-009-S-BLK,3930,0,0,3,946,1893,2026-08-09T00:00:00
NQ-TOP-NAT-009-S-WHT,3910,0,0,11,946,1893,2026-08-09T00:00:00
NQ-TOP-NAT-009-M-BLK,3621,0,0,2,946,1893,2026-08-09T00:00:00
NQ-TOP-NAT-009-M-WHT,3699,0,0,4,946,1893,2026-08-09T00:00:00
NQ-TOP-NAT-009-L-BLK,3031,0,0,6,946,1893,2026-08-09T00:00:00
NQ-TOP-NAT-009-L-WHT,3102,0,0,7,946,1893,2026-08-09T00:00:00
NQ-TOP-STR-010-S-BLK,1212,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-STR-010-S-WHT,568,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-STR-010-M-BLK,1043,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-STR-010-M-WHT,1021,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-STR-010-L-BLK,942,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-STR-010-L-WHT,862,0,0,2,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-011-S-BLK,1139,0,0,3,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-011-S-WHT,1042,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-011-M-BLK,1114,0,0,2,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-011-M-WHT,1116,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-011-L-BLK,942,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-011-L-WHT,845,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-012-S-BLK,1051,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-012-S-WHT,1135,0,0,6,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-012-M-BLK,1070,0,0,2,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-012-M-WHT,1140,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-012-L-BLK,920,0,0,3,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-012-L-WHT,1143,0,0,3,283,567,2026-08-09T00:00:00
NQ-TOP-STR-013-S-BLK,1178,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-STR-013-S-WHT,1059,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-STR-013-M-BLK,1127,0,0,2,283,567,2026-08-09T00:00:00
NQ-TOP-STR-013-M-WHT,1156,0,0,3,283,567,2026-08-09T00:00:00
NQ-TOP-STR-013-L-BLK,905,0,0,2,283,567,2026-08-09T00:00:00
NQ-TOP-STR-013-L-WHT,800,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-014-S-BLK,1189,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-014-S-WHT,1232,0,0,2,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-014-M-BLK,1038,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-014-M-WHT,1232,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-014-L-BLK,846,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-WAV-014-L-WHT,869,0,0,3,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-015-S-BLK,1277,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-015-S-WHT,1182,0,0,1,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-015-M-BLK,1094,0,0,3,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-015-M-WHT,1124,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-015-L-BLK,945,0,0,0,283,567,2026-08-09T00:00:00
NQ-TOP-NAT-015-L-WHT,911,0,0,1,283,567,2026-08-09T00:00:00
NQ-PNT-5LT-001-XS-BLK,6747,0,0,0,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-XS-GRY,6734,0,0,5,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-XS-BEG,6700,0,0,2,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-S-BLK,10515,0,0,19,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-S-GRY,10433,0,0,15,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-S-BEG,10399,0,0,21,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-M-BLK,7575,0,0,21,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-M-GRY,7789,0,0,17,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-M-BEG,7801,0,0,17,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-L-BLK,7942,0,0,7,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-L-GRY,7897,0,0,15,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-L-BEG,8016,0,0,7,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-XL-BLK,9572,0,0,0,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-XL-GRY,9464,0,0,3,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-001-XL-BEG,9562,0,0,3,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-XS-BLK,6696,0,0,2,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-XS-GRY,6669,0,0,1,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-XS-BEG,6707,0,0,3,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-S-BLK,10438,0,0,13,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-S-GRY,10258,0,0,15,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-S-BEG,10435,0,0,8,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-M-BLK,7577,0,0,24,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-M-GRY,7666,0,0,18,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-M-BEG,7406,0,0,13,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-L-BLK,8010,0,0,8,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-L-GRY,8007,0,0,5,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-L-BEG,7938,0,0,7,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-XL-BLK,9593,0,0,3,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-XL-GRY,9529,0,0,1,2357,4714,2026-08-09T00:00:00
NQ-PNT-PLT-002-XL-BEG,9500,0,0,2,2357,4714,2026-08-09T00:00:00
NQ-PNT-5LT-003-XS-BLK,2258,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-XS-GRY,2277,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-XS-BEG,2270,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-S-BLK,3435,0,0,5,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-S-GRY,3483,0,0,4,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-S-BEG,3559,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-M-BLK,2643,0,0,4,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-M-GRY,2482,0,0,6,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-M-BEG,2477,0,0,3,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-L-BLK,2633,0,0,7,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-L-GRY,2617,0,0,5,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-L-BEG,2699,0,0,3,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-XL-BLK,3189,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-XL-GRY,3148,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-003-XL-BEG,3160,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-XS-BLK,2230,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-XS-GRY,2230,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-XS-BEG,2199,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-S-BLK,3375,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-S-GRY,3460,0,0,3,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-S-BEG,3640,0,0,8,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-M-BLK,2480,0,0,6,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-M-GRY,2528,0,0,4,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-M-BEG,2562,0,0,9,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-L-BLK,2669,0,0,7,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-L-GRY,2609,0,0,6,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-L-BEG,2633,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-XL-BLK,3146,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-XL-GRY,3152,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-004-XL-BEG,3181,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-XS-BLK,2256,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-XS-GRY,2225,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-XS-BEG,2255,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-S-BLK,3520,0,0,3,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-S-GRY,3439,0,0,4,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-S-BEG,3361,0,0,5,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-M-BLK,2544,0,0,3,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-M-GRY,2582,0,0,6,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-M-BEG,2613,0,0,7,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-L-BLK,2590,0,0,4,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-L-GRY,2736,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-L-BEG,2663,0,0,3,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-XL-BLK,3171,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-XL-GRY,3180,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-005-XL-BEG,3172,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-XS-BLK,2221,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-XS-GRY,2205,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-XS-BEG,2254,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-S-BLK,3374,0,0,5,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-S-GRY,3602,0,0,5,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-S-BEG,3468,0,0,5,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-M-BLK,2481,0,0,7,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-M-GRY,2691,0,0,7,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-M-BEG,2474,0,0,10,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-L-BLK,2674,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-L-GRY,2622,0,0,6,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-L-BEG,2639,0,0,2,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-XL-BLK,3153,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-XL-GRY,3190,0,0,1,785,1571,2026-08-09T00:00:00
NQ-PNT-PLT-006-XL-BEG,3140,0,0,0,785,1571,2026-08-09T00:00:00
NQ-PNT-5LT-007-XS-BLK,658,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-XS-GRY,673,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-XS-BEG,654,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-S-BLK,1052,0,0,2,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-S-GRY,1007,0,0,2,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-S-BEG,1047,0,0,3,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-M-BLK,699,0,0,2,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-M-GRY,750,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-M-BEG,714,0,0,1,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-L-BLK,760,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-L-GRY,779,0,0,2,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-L-BEG,802,0,0,1,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-XL-BLK,894,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-XL-GRY,949,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-5LT-007-XL-BEG,931,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-XS-BLK,653,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-XS-GRY,599,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-XS-BEG,663,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-S-BLK,1044,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-S-GRY,1071,0,0,1,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-S-BEG,1084,0,0,3,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-M-BLK,668,0,0,1,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-M-GRY,757,0,0,2,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-M-BEG,642,0,0,1,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-L-BLK,752,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-L-GRY,853,0,0,1,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-L-BEG,778,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-XL-BLK,959,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-XL-GRY,956,0,0,0,235,471,2026-08-09T00:00:00
NQ-PNT-PLT-008-XL-BEG,958,0,0,0,235,471,2026-08-09T00:00:00
NQ-CLR-WRM-001-S-CRM,4030,0,0,9,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-S-ASH,4020,0,0,8,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-S-IVR,4114,0,0,8,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-M-CRM,3972,0,0,8,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-M-ASH,3913,0,0,6,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-M-IVR,3977,0,0,10,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-L-CRM,6459,0,0,6,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-L-ASH,6412,0,0,4,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-001-L-IVR,6872,0,0,7,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-S-CRM,4071,0,0,6,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-S-ASH,3941,0,0,9,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-S-IVR,3991,0,0,10,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-M-CRM,4019,0,0,12,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-M-ASH,3937,0,0,11,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-M-IVR,3985,0,0,7,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-L-CRM,6432,0,0,5,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-L-ASH,6477,0,0,6,1784,3569,2026-08-09T00:00:00
NQ-CLR-COOL-002-L-IVR,6314,0,0,4,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-S-CRM,4041,0,0,11,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-S-ASH,4131,0,0,9,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-S-IVR,4132,0,0,7,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-M-CRM,3972,0,0,7,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-M-ASH,3999,0,0,9,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-M-IVR,3898,0,0,6,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-L-CRM,6334,0,0,8,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-L-ASH,6230,0,0,3,1784,3569,2026-08-09T00:00:00
NQ-CLR-MUT-003-L-IVR,6403,0,0,6,1784,3569,2026-08-09T00:00:00
NQ-CLR-WRM-004-S-CRM,1350,0,0,3,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-S-ASH,1284,0,0,3,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-S-IVR,1412,0,0,0,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-M-CRM,1322,0,0,5,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-M-ASH,1280,0,0,6,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-M-IVR,1224,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-L-CRM,2036,0,0,0,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-L-ASH,2200,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-WRM-004-L-IVR,2349,0,0,2,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-S-CRM,1369,0,0,5,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-S-ASH,1345,0,0,3,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-S-IVR,1310,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-M-CRM,1308,0,0,3,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-M-ASH,1305,0,0,2,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-M-IVR,1383,0,0,2,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-L-CRM,2039,0,0,0,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-L-ASH,1972,0,0,2,594,1189,2026-08-09T00:00:00
NQ-CLR-COOL-005-L-IVR,2010,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-S-CRM,1280,0,0,2,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-S-ASH,1377,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-S-IVR,1311,0,0,4,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-M-CRM,1369,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-M-ASH,1227,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-M-IVR,1372,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-L-CRM,2046,0,0,1,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-L-ASH,2017,0,0,2,594,1189,2026-08-09T00:00:00
NQ-CLR-MUT-006-L-IVR,2066,0,0,1,594,1189,2026-08-09T00:00:00
NQ-OUT-STR-001-S-BLK,8930,0,0,9,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-S-BEG,9007,0,0,19,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-S-GRY,9118,0,0,10,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-S-NVY,9056,0,0,10,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-M-BLK,8735,0,0,12,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-M-BEG,8850,0,0,13,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-M-GRY,8903,0,0,15,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-M-NVY,8748,0,0,14,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-L-BLK,6547,0,0,7,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-L-BEG,6524,0,0,10,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-L-GRY,6549,0,0,14,2452,4904,2026-08-09T00:00:00
NQ-OUT-STR-001-L-NVY,6533,0,0,19,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-S-BLK,9259,0,0,15,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-S-BEG,9147,0,0,14,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-S-GRY,5396,0,0,17,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-S-NVY,9131,0,0,14,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-M-BLK,8893,0,0,20,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-M-BEG,8922,0,0,17,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-M-GRY,8936,0,0,20,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-M-NVY,9016,0,0,19,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-L-BLK,6677,0,0,5,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-L-BEG,6582,0,0,8,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-L-GRY,6529,0,0,14,2452,4904,2026-08-09T00:00:00
NQ-OUT-WAV-002-L-NVY,6600,0,0,12,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-S-BLK,5274,0,0,15,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-S-BEG,8985,0,0,16,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-S-GRY,9339,0,0,16,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-S-NVY,9119,0,0,18,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-M-BLK,9018,0,0,14,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-M-BEG,8882,0,0,16,2452,4904,2026-08-09T00:00:00
NQ-OUT-NAT-003-M-GRY,8859,0,0,10,2452,4904,2026-08-09T00:00:00
