sku_code,product_id,size,color_code,price,cost
NQ-TOP-STR-013-M-WHT,NQ-TOP-STR-013,M,WHT,39000,18720
NQ-TOP-STR-013-L-BLK,NQ-TOP-STR-013,L,BLK,39000,18720
NQ-TOP-STR-013-L-WHT,NQ-TOP-STR-013,L,WHT,39000,18720
NQ-TOP-WAV-014-S-BLK,NQ-TOP-WAV-014,S,BLK,39000,18720
NQ-TOP-WAV-014-S-WHT,NQ-TOP-WAV-014,S,WHT,39000,18720
NQ-TOP-WAV-014-M-BLK,NQ-TOP-WAV-014,M,BLK,39000,18720
NQ-TOP-WAV-014-M-WHT,NQ-TOP-WAV-014,M,WHT,39000,18720
NQ-TOP-WAV-014-L-BLK,NQ-TOP-WAV-014,L,BLK,39000,18720
NQ-TOP-WAV-014-L-WHT,NQ-TOP-WAV-014,L,WHT,39000,18720
NQ-TOP-NAT-015-S-BLK,NQ-TOP-NAT-015,S,BLK,39000,18720
NQ-TOP-NAT-015-S-WHT,NQ-TOP-NAT-015,S,WHT,39000,18720
NQ-TOP-NAT-015-M-BLK,NQ-TOP-NAT-015,M,BLK,39000,18720
NQ-TOP-NAT-015-M-WHT,NQ-TOP-NAT-015,M,WHT,39000,18720
NQ-TOP-NAT-015-L-BLK,NQ-TOP-NAT-015,L,BLK,39000,18720
NQ-TOP-NAT-015-L-WHT,NQ-TOP-NAT-015,L,WHT,39000,18720
NQ-PNT-5LT-001-XS-BLK,NQ-PNT-5LT-001,XS,BLK,49000,23520
NQ-PNT-5LT-001-XS-GRY,NQ-PNT-5LT-001,XS,GRY,49000,23520
NQ-PNT-5LT-001-XS-BEG,NQ-PNT-5LT-001,XS,BEG,49000,23520
NQ-PNT-5LT-001-S-BLK,NQ-PNT-5LT-001,S,BLK,49000,23520
NQ-PNT-5LT-001-S-GRY,NQ-PNT-5LT-001,S,GRY,49000,23520
NQ-PNT-5LT-001-S-BEG,NQ-PNT-5LT-001,S,BEG,49000,23520
NQ-PNT-5LT-001-M-BLK,NQ-PNT-5LT-001,M,BLK,49000,23520
NQ-PNT-5LT-001-M-GRY,NQ-PNT-5LT-001,M,GRY,49000,23520
NQ-PNT-5LT-001-M-BEG,NQ-PNT-5LT-001,M,BEG,49000,23520
NQ-PNT-5LT-001-L-BLK,NQ-PNT-5LT-001,L,BLK,49000,23520
NQ-PNT-5LT-001-L-GRY,NQ-PNT-5LT-001,L,GRY,49000,23520
NQ-PNT-5LT-001-L-BEG,NQ-PNT-5LT-001,L,BEG,49000,23520
NQ-PNT-5LT-001-XL-BLK,NQ-PNT-5LT-001,XL,BLK,49000,23520
NQ-PNT-5LT-001-XL-GRY,NQ-PNT-5LT-001,XL,GRY,49000,23520
NQ-PNT-5LT-001-XL-BEG,NQ-PNT-5LT-001,XL,BEG,49000,23520
NQ-PNT-PLT-002-XS-BLK,NQ-PNT-PLT-002,XS,BLK,49000,23520
NQ-PNT-PLT-002-XS-GRY,NQ-PNT-PLT-002,XS,GRY,49000,23520
NQ-PNT-PLT-002-XS-BEG,NQ-PNT-PLT-002,XS,BEG,49000,23520
NQ-PNT-PLT-002-S-BLK,NQ-PNT-PLT-002,S,BLK,49000,23520
NQ-PNT-PLT-002-S-GRY,NQ-PNT-PLT-002,S,GRY,49000,23520
NQ-PNT-PLT-002-S-BEG,NQ-PNT-PLT-002,S,BEG,49000,23520
NQ-PNT-PLT-002-M-BLK,NQ-PNT-PLT-002,M,BLK,49000,23520
NQ-PNT-PLT-002-M-GRY,NQ-PNT-PLT-002,M,GRY,49000,23520
NQ-PNT-PLT-002-M-BEG,NQ-PNT-PLT-002,M,BEG,49000,23520
NQ-PNT-PLT-002-L-BLK,NQ-PNT-PLT-002,L,BLK,49000,23520
NQ-PNT-PLT-002-L-GRY,NQ-PNT-PLT-002,L,GRY,49000,23520
NQ-PNT-PLT-002-L-BEG,NQ-PNT-PLT-002,L,BEG,49000,23520
NQ-PNT-PLT-002-XL-BLK,NQ-PNT-PLT-002,XL,BLK,49000,23520
NQ-PNT-PLT-002-XL-GRY,NQ-PNT-PLT-002,XL,GRY,49000,23520
NQ-PNT-PLT-002-XL-BEG,NQ-PNT-PLT-002,XL,BEG,49000,23520
NQ-PNT-5LT-003-XS-BLK,NQ-PNT-5LT-003,XS,BLK,49000,23520
NQ-PNT-5LT-003-XS-GRY,NQ-PNT-5LT-003,XS,GRY,49000,23520
NQ-PNT-5LT-003-XS-BEG,NQ-PNT-5LT-003,XS,BEG,49000,23520
NQ-PNT-5LT-003-S-BLK,NQ-PNT-5LT-003,S,BLK,49000,23520
NQ-PNT-5LT-003-S-GRY,NQ-PNT-5LT-003,S,GRY,49000,23520
NQ-PNT-5LT-003-S-BEG,NQ-PNT-5LT-003,S,BEG,49000,23520
NQ-PNT-5LT-003-M-BLK,NQ-PNT-5LT-003,M,BLK,49000,23520
NQ-PNT-5LT-003-M-GRY,NQ-PNT-5LT-003,M,GRY,49000,23520
NQ-PNT-5LT-003-M-BEG,NQ-PNT-5LT-003,M,BEG,49000,23520
NQ-PNT-5LT-003-L-BLK,NQ-PNT-5LT-003,L,BLK,49000,23520
NQ-PNT-5LT-003-L-GRY,NQ-PNT-5LT-003,L,GRY,49000,23520
NQ-PNT-5LT-003-L-BEG,NQ-PNT-5LT-003,L,BEG,49000,23520
NQ-PNT-5LT-003-XL-BLK,NQ-PNT-5LT-003,XL,BLK,49000,23520
NQ-PNT-5LT-003-XL-GRY,NQ-PNT-5LT-003,XL,GRY,49000,23520
NQ-PNT-5LT-003-XL-BEG,NQ-PNT-5LT-003,XL,BEG,49000,23520
NQ-PNT-PLT-004-XS-BLK,NQ-PNT-PLT-004,XS,BLK,49000,23520
NQ-PNT-PLT-004-XS-GRY,NQ-PNT-PLT-004,XS,GRY,49000,23520
NQ-PNT-PLT-004-XS-BEG,NQ-PNT-PLT-004,XS,BEG,49000,23520
NQ-PNT-PLT-004-S-BLK,NQ-PNT-PLT-004,S,BLK,49000,23520
NQ-PNT-PLT-004-S-GRY,NQ-PNT-PLT-004,S,GRY,49000,23520
NQ-PNT-PLT-004-S-BEG,NQ-PNT-PLT-004,S,BEG,49000,23520
NQ-PNT-PLT-004-M-BLK,NQ-PNT-PLT-004,M,BLK,49000,23520
NQ-PNT-PLT-004-M-GRY,NQ-PNT-PLT-004,M,GRY,49000,23520
NQ-PNT-PLT-004-M-BEG,NQ-PNT-PLT-004,M,BEG,49000,23520
NQ-PNT-PLT-004-L-BLK,NQ-PNT-PLT-004,L,BLK,49000,23520
NQ-PNT-PLT-004-L-GRY,NQ-PNT-PLT-004,L,GRY,49000,23520
NQ-PNT-PLT-004-L-BEG,NQ-PNT-PLT-004,L,BEG,49000,23520
NQ-PNT-PLT-004-XL-BLK,NQ-PNT-PLT-004,XL,BLK,49000,23520
NQ-PNT-PLT-004-XL-GRY,NQ-PNT-PLT-004,XL,GRY,49000,23520
NQ-PNT-PLT-004-XL-BEG,NQ-PNT-PLT-004,XL,BEG,49000,23520
NQ-PNT-5LT-005-XS-BLK,NQ-PNT-5LT-005,XS,BLK,49000,23520
NQ-PNT-5LT-005-XS-GRY,NQ-PNT-5LT-005,XS,GRY,49000,23520
NQ-PNT-5LT-005-XS-BEG,NQ-PNT-5LT-005,XS,BEG,49000,23520
NQ-PNT-5LT-005-S-BLK,NQ-PNT-5LT-005,S,BLK,49000,23520
NQ-PNT-5LT-005-S-GRY,NQ-PNT-5LT-005,S,GRY,49000,23520
NQ-PNT-5LT-005-S-BEG,NQ-PNT-5LT-005,S,BEG,49000,23520
NQ-PNT-5LT-005-M-BLK,NQ-PNT-5LT-005,M,BLK,49000,23520
NQ-PNT-5LT-005-M-GRY,NQ-PNT-5LT-005,M,GRY,49000,23520
NQ-PNT-5LT-005-M-BEG,NQ-PNT-5LT-005,M,BEG,49000,23520
NQ-PNT-5LT-005-L-BLK,NQ-PNT-5LT-005,L,BLK,49000,23520
NQ-PNT-5LT-005-L-GRY,NQ-PNT-5LT-005,L,GRY,49000,23520
NQ-PNT-5LT-005-L-BEG,NQ-PNT-5LT-005,L,BEG,49000,23520
NQ-PNT-5LT-005-XL-BLK,NQ-PNT-5LT-005,XL,BLK,49000,23520
NQ-PNT-5LT-005-XL-GRY,NQ-PNT-5LT-005,XL,GRY,49000,23520
NQ-PNT-5LT-005-XL-BEG,NQ-PNT-5LT-005,XL,BEG,49000,23520
NQ-PNT-PLT-006-XS-BLK,NQ-PNT-PLT-006,XS,BLK,49000,23520
NQ-PNT-PLT-006-XS-GRY,NQ-PNT-PLT-006,XS,GRY,49000,23520
NQ-PNT-PLT-006-XS-BEG,NQ-PNT-PLT-006,XS,BEG,49000,23520
NQ-PNT-PLT-006-S-BLK,NQ-PNT-PLT-006,S,BLK,49000,23520
NQ-PNT-PLT-006-S-GRY,NQ-PNT-PLT-006,S,GRY,49000,23520
NQ-PNT-PLT-006-S-BEG,NQ-PNT-PLT-006,S,BEG,49000,23520
NQ-PNT-PLT-006-M-BLK,NQ-PNT-PLT-006,M,BLK,49000,23520
NQ-PNT-PLT-006-M-GRY,NQ-PNT-PLT-006,M,GRY,49000,23520
NQ-PNT-PLT-006-M-BEG,NQ-PNT-PLT-006,M,BEG,49000,23520
NQ-PNT-PLT-006-L-BLK,NQ-PNT-PLT-006,L,BLK,49000,23520
NQ-PNT-PLT-006-L-GRY,NQ-PNT-PLT-006,L,GRY,49000,23520
NQ-PNT-PLT-006-L-BEG,NQ-PNT-PLT-006,L,BEG,49000,23520
NQ-PNT-PLT-006-XL-BLK,NQ-PNT-PLT-006,XL,BLK,49000,23520
NQ-PNT-PLT-006-XL-GRY,NQ-PNT-PLT-006,XL,GRY,49000,23520
NQ-PNT-PLT-006-XL-BEG,NQ-PNT-PLT-006,XL,BEG,49000,23520
NQ-PNT-5LT-007-XS-BLK,NQ-PNT-5LT-007,XS,BLK,49000,23520
NQ-PNT-5LT-007-XS-GRY,NQ-PNT-5LT-007,XS,GRY,49000,23520
NQ-PNT-5LT-007-XS-BEG,NQ-PNT-5LT-007,XS,BEG,49000,23520
NQ-PNT-5LT-007-S-BLK,NQ-PNT-5LT-007,S,BLK,49000,23520
NQ-PNT-5LT-007-S-GRY,NQ-PNT-5LT-007,S,GRY,49000,23520
NQ-PNT-5LT-007-S-BEG,NQ-PNT-5LT-007,S,BEG,49000,23520
NQ-PNT-5LT-007-M-BLK,NQ-PNT-5LT-007,M,BLK,49000,23520
NQ-PNT-5LT-007-M-GRY,NQ-PNT-5LT-007,M,GRY,49000,23520
NQ-PNT-5LT-007-M-BEG,NQ-PNT-5LT-007,M,BEG,49000,23520
NQ-PNT-5LT-007-L-BLK,NQ-PNT-5LT-007,L,BLK,49000,23520
NQ-PNT-5LT-007-L-GRY,NQ-PNT-5LT-007,L,GRY,49000,23520
NQ-PNT-5LT-007-L-BEG,NQ-PNT-5LT-007,L,BEG,49000,23520
NQ-PNT-5LT-007-XL-BLK,NQ-PNT-5LT-007,XL,BLK,49000,23520
NQ-PNT-5LT-007-XL-GRY,NQ-PNT-5LT-007,XL,GRY,49000,23520
NQ-PNT-5LT-007-XL-BEG,NQ-PNT-5LT-007,XL,BEG,49000,23520
NQ-PNT-PLT-008-XS-BLK,NQ-PNT-PLT-008,XS,BLK,49000,23520
NQ-PNT-PLT-008-XS-GRY,NQ-PNT-PLT-008,XS,GRY,49000,23520
NQ-PNT-PLT-008-XS-BEG,NQ-PNT-PLT-008,XS,BEG,49000,23520
NQ-PNT-PLT-008-S-BLK,NQ-PNT-PLT-008,S,BLK,49000,23520
NQ-PNT-PLT-008-S-GRY,NQ-PNT-PLT-008,S,GRY,49000,23520
NQ-PNT-PLT-008-S-BEG,NQ-PNT-PLT-008,S,BEG,49000,23520
NQ-PNT-PLT-008-M-BLK,NQ-PNT-PLT-008,M,BLK,49000,23520
NQ-PNT-PLT-008-M-GRY,NQ-PNT-PLT-008,M,GRY,49000,23520
NQ-PNT-PLT-008-M-BEG,NQ-PNT-PLT-008,M,BEG,49000,23520
NQ-PNT-PLT-008-L-BLK,NQ-PNT-PLT-008,L,BLK,49000,23520
NQ-PNT-PLT-008-L-GRY,NQ-PNT-PLT-008,L,GRY,49000,23520
NQ-PNT-PLT-008-L-BEG,NQ-PNT-PLT-008,L,BEG,49000,23520
NQ-PNT-PLT-008-XL-BLK,NQ-PNT-PLT-008,XL,BLK,49000,23520
NQ-PNT-PLT-008-XL-GRY,NQ-PNT-PLT-008,XL,GRY,49000,23520
NQ-PNT-PLT-008-XL-BEG,NQ-PNT-PLT-008,XL,BEG,49000,23520
NQ-CLR-WRM-001-S-CRM,NQ-CLR-WRM-001,S,CRM,35000,16800
NQ-CLR-WRM-001-S-ASH,NQ-CLR-WRM-001,S,ASH,35000,16800
NQ-CLR-WRM-001-S-IVR,NQ-CLR-WRM-001,S,IVR,35000,16800
NQ-CLR-WRM-001-M-CRM,NQ-CLR-WRM-001,M,CRM,35000,16800
NQ-CLR-WRM-001-M-ASH,NQ-CLR-WRM-001,M,ASH,35000,16800
NQ-CLR-WRM-001-M-IVR,NQ-CLR-WRM-001,M,IVR,35000,16800
NQ-CLR-WRM-001-L-CRM,NQ-CLR-WRM-001,L,CRM,35000,16800
NQ-CLR-WRM-001-L-ASH,NQ-CLR-WRM-001,L,ASH,35000,16800
NQ-CLR-WRM-001-L-IVR,NQ-CLR-WRM-001,L,IVR,35000,16800
NQ-CLR-COOL-002-S-CRM,NQ-CLR-COOL-002,S,CRM,35000,16800
NQ-CLR-COOL-002-S-ASH,NQ-CLR-COOL-002,S,ASH,35000,16800
NQ-CLR-COOL-002-S-IVR,NQ-CLR-COOL-002,S,IVR,35000,16800
NQ-CLR-COOL-002-M-CRM,NQ-CLR-COOL-002,M,CRM,35000,16800
NQ-CLR-COOL-002-M-ASH,NQ-CLR-COOL-002,M,ASH,35000,16800
NQ-CLR-COOL-002-M-IVR,NQ-CLR-COOL-002,M,IVR,35000,16800
NQ-CLR-COOL-002-L-CRM,NQ-CLR-COOL-002,L,CRM,35000,16800
NQ-CLR-COOL-002-L-ASH,NQ-CLR-COOL-002,L,ASH,35000,16800
NQ-CLR-COOL-002-L-IVR,NQ-CLR-COOL-002,L,IVR,35000,16800
NQ-CLR-MUT-003-S-CRM,NQ-CLR-MUT-003,S,CRM,35000,16800
NQ-CLR-MUT-003-S-ASH,NQ-CLR-MUT-003,S,ASH,35000,16800
NQ-CLR-MUT-003-S-IVR,NQ-CLR-MUT-003,S,IVR,35000,16800
NQ-CLR-MUT-003-M-CRM,NQ-CLR-MUT-003,M,CRM,35000,16800
NQ-CLR-MUT-003-M-ASH,NQ-CLR-MUT-003,M,ASH,35000,16800
NQ-CLR-MUT-003-M-IVR,NQ-CLR-MUT-003,M,IVR,35000,16800
NQ-CLR-MUT-003-L-CRM,NQ-CLR-MUT-003,L,CRM,35000,16800
NQ-CLR-MUT-003-L-ASH,NQ-CLR-MUT-003,L,ASH,35000,16800
NQ-CLR-MUT-003-L-IVR,NQ-CLR-MUT-003,L,IVR,35000,16800
NQ-CLR-WRM-004-S-CRM,NQ-CLR-WRM-004,S,CRM,35000,16800
NQ-CLR-WRM-004-S-ASH,NQ-CLR-WRM-004,S,ASH,35000,16800
NQ-CLR-WRM-004-S-IVR,NQ-CLR-WRM-004,S,IVR,35000,16800
NQ-CLR-WRM-004-M-CRM,NQ-CLR-WRM-004,M,CRM,35000,16800
NQ-CLR-WRM-004-M-ASH,NQ-CLR-WRM-004,M,ASH,35000,16800
NQ-CLR-WRM-004-M-IVR,NQ-CLR-WRM-004,M,IVR,35000,16800
NQ-CLR-WRM-004-L-CRM,NQ-CLR-WRM-004,L,CRM,35000,16800
NQ-CLR-WRM-004-L-ASH,NQ-CLR-WRM-004,L,ASH,35000,16800
NQ-CLR-WRM-004-L-IVR,NQ-CLR-WRM-004,L,IVR,35000,16800
NQ-CLR-COOL-005-S-CRM,NQ-CLR-COOL-005,S,CRM,35000,16800
NQ-CLR-COOL-005-S-ASH,NQ-CLR-COOL-005,S,ASH,35000,16800
NQ-CLR-COOL-005-S-IVR,NQ-CLR-COOL-005,S,IVR,35000,16800
NQ-CLR-COOL-005-M-CRM,NQ-CLR-COOL-005,M,CRM,35000,16800
NQ-CLR-COOL-005-M-ASH,NQ-CLR-COOL-005,M,ASH,35000,16800
NQ-CLR-COOL-005-M-IVR,NQ-CLR-COOL-005,M,IVR,35000,16800
NQ-CLR-COOL-005-L-CRM,NQ-CLR-COOL-005,L,CRM,35000,16800
NQ-CLR-COOL-005-L-ASH,NQ-CLR-COOL-005,L,ASH,35000,16800
NQ-CLR-COOL-005-L-IVR,NQ-CLR-COOL-005,L,IVR,35000,16800
NQ-CLR-MUT-006-S-CRM,NQ-CLR-MUT-006,S,CRM,35000,16800
NQ-CLR-MUT-006-S-ASH,NQ-CLR-MUT-006,S,ASH,35000,16800
NQ-CLR-MUT-006-S-IVR,NQ-CLR-MUT-006,S,IVR,35000,16800
NQ-CLR-MUT-006-M-CRM,NQ-CLR-MUT-006,M,CRM,35000,16800
NQ-CLR-MUT-006-M-ASH,NQ-CLR-MUT-006,M,ASH,35000,16800
NQ-CLR-MUT-006-M-IVR,NQ-CLR-MUT-006,M,IVR,35000,16800
NQ-CLR-MUT-006-L-CRM,NQ-CLR-MUT-006,L,CRM,35000,16800
NQ-CLR-MUT-006-L-ASH,NQ-CLR-MUT-006,L,ASH,35000,16800
NQ-CLR-MUT-006-L-IVR,NQ-CLR-MUT-006,L,IVR,35000,16800
NQ-OUT-STR-001-S-BLK,NQ-OUT-STR-001,S,BLK,89000,42720
NQ-OUT-STR-001-S-BEG,NQ-OUT-STR-001,S,BEG,89000,42720
NQ-OUT-STR-001-S-GRY,NQ-OUT-STR-001,S,GRY,89000,42720
NQ-OUT-STR-001-S-NVY,NQ-OUT-STR-001,S,NVY,89000,42720
NQ-OUT-STR-001-M-BLK,NQ-OUT-STR-001,M,BLK,89000,42720
NQ-OUT-STR-001-M-BEG,NQ-OUT-STR-001,M,BEG,89000,42720
NQ-OUT-STR-001-M-GRY,NQ-OUT-STR-001,M,GRY,89000,42720
NQ-OUT-STR-001-M-NVY,NQ-OUT-STR-001,M,NVY,89000,42720
NQ-OUT-STR-001-L-BLK,NQ-OUT-STR-001,L,BLK,89000,42720
NQ-OUT-STR-001-L-BEG,NQ-OUT-STR-001,L,BEG,89000,42720
NQ-OUT-STR-001-L-GRY,NQ-OUT-STR-001,L,GRY,89000,42720
NQ-OUT-STR-001-L-NVY,NQ-OUT-STR-001,L,NVY,89000,42720
NQ-OUT-WAV-002-S-BLK,NQ-OUT-WAV-002,S,BLK,89000,42720
NQ-OUT-WAV-002-S-BEG,NQ-OUT-WAV-002,S,BEG,89000,42720
NQ-OUT-WAV-002-S-GRY,NQ-OUT-WAV-002,S,GRY,89000,42720
NQ-OUT-WAV-002-S-NVY,NQ-OUT-WAV-002,S,NVY,89000,42720
NQ-OUT-WAV-002-M-BLK,NQ-OUT-WAV-002,M,BLK,89000,42720
NQ-OUT-WAV-002-M-BEG,NQ-OUT-WAV-002,M,BEG,89000,42720
NQ-OUT-WAV-002-M-GRY,NQ-OUT-WAV-002,M,GRY,89000,42720
NQ-OUT-WAV-002-M-NVY,NQ-OUT-WAV-002,M,NVY,89000,42720
NQ-OUT-WAV-002-L-BLK,NQ-OUT-WAV-002,L,BLK,89000,42720
NQ-OUT-WAV-002-L-BEG,NQ-OUT-WAV-002,L,BEG,89000,42720
NQ-OUT-WAV-002-L-GRY,NQ-OUT-WAV-002,L,GRY,89000,42720
NQ-OUT-WAV-002-L-NVY,NQ-OUT-WAV-002,L,NVY,89000,42720
NQ-OUT-NAT-003-S-BLK,NQ-OUT-NAT-003,S,BLK,89000,42720
NQ-OUT-NAT-003-S-BEG,NQ-OUT-NAT-003,S,BEG,89000,42720
NQ-OUT-NAT-003-S-GRY,NQ-OUT-NAT-003,S,GRY,89000,42720
NQ-OUT-NAT-003-S-NVY,NQ-OUT-NAT-003,S,NVY,89000,42720
NQ-OUT-NAT-003-M-BLK,NQ-OUT-NAT-003,M,BLK,89000,42720
NQ-OUT-NAT-003-M-BEG,NQ-OUT-NAT-003,M,BEG,89000,42720
NQ-OUT-NAT-003-M-GRY,NQ-OUT-NAT-003,M,GRY,89000,42720
NQ-OUT-NAT-003-M-NVY,NQ-OUT-NAT-003,M,NVY,89000,42720
NQ-OUT-NAT-003-L-BLK,NQ-OUT-NAT-003,L,BLK,89000,42720
NQ-OUT-NAT-003-L-BEG,NQ-OUT-NAT-003,L,BEG,89000,42720
NQ-OUT-NAT-003-L-GRY,NQ-OUT-NAT-003,L,GRY,89000,42720
NQ-OUT-NAT-003-L-NVY,NQ-OUT-NAT-003,L,NVY,89000,42720
NQ-OUT-STR-004-S-BLK,NQ-OUT-STR-004,S,BLK,89000,42720
NQ-OUT-STR-004-S-BEG,NQ-OUT-STR-004,S,BEG,89000,42720
NQ-OUT-STR-004-S-GRY,NQ-OUT-STR-004,S,GRY,89000,42720
