return_id,order_id,sku_code,reason_code,status,request_date,resolution
RET-000000309,ORD-000001523,NQ-CLR-WRM-001-S-IVR,R01,완료,2024-03-10,교환
RET-000000326,ORD-000001599,NQ-CLR-WRM-001-M-IVR,R03,완료,2024-03-10,교환
RET-000000394,ORD-000001874,NQ-TOP-WAV-002-S-WHT,R02,완료,2024-03-10,교환
RET-000000412,ORD-000001932,NQ-TOP-NAT-003-M-WHT,R01,완료,2024-03-10,교환
RET-000000420,ORD-000001966,NQ-TOP-STR-007-S-BLK,R04,완료,2024-03-10,교환
RET-000000423,ORD-000001981,NQ-PNT-5LT-003-M-GRY,R02,완료,2024-03-10,교환
RET-000000458,ORD-000002100,NQ-TOP-STR-004-M-WHT,R03,완료,2024-03-10,환불
RET-000000532,ORD-000002386,NQ-PNT-5LT-001-S-GRY,R01,완료,2024-03-10,교환
RET-000000561,ORD-000002487,NQ-CLR-MUT-003-L-ASH,R01,완료,2024-03-10,교환
RET-000000602,ORD-000002657,NQ-PNT-PLT-004-S-BEG,R01,완료,2024-03-10,환불
RET-000000632,ORD-000002802,NQ-TOP-STR-001-M-BLK,R01,완료,2024-03-10,환불
RET-000000636,ORD-000002811,NQ-PNT-PLT-002-S-BLK,R03,완료,2024-03-10,교환
RET-000000667,ORD-000002973,NQ-PNT-PLT-002-S-BEG,R04,완료,2024-03-10,교환
RET-000000670,ORD-000002986,NQ-TOP-STR-001-M-BLK,R01,완료,2024-03-10,교환
RET-000000718,ORD-000003229,NQ-TOP-STR-001-S-BLK,R01,완료,2024-03-10,환불
RET-000000757,ORD-000003393,NQ-CLR-COOL-002-M-CRM,R04,완료,2024-03-10,환불
RET-000000758,ORD-000003395,NQ-CLR-WRM-001-S-IVR,R04,완료,2024-03-10,교환
RET-000000791,ORD-000003510,NQ-PNT-5LT-001-L-GRY,R02,완료,2024-03-10,교환
RET-000000813,ORD-000003598,NQ-PNT-PLT-006-S-BEG,R01,완료,2024-03-10,교환
RET-000000035,ORD-000000157,NQ-PNT-5LT-001-L-GRY,R01,완료,2024-03-11,교환
RET-000000049,ORD-000000226,NQ-CLR-COOL-002-S-CRM,R02,완료,2024-03-11,교환
RET-000000069,ORD-000000306,NQ-PNT-5LT-001-M-BEG,R03,완료,2024-03-11,교환
RET-000000120,ORD-000000569,NQ-TOP-NAT-003-S-WHT,R01,완료,2024-03-11,교환
RET-000000130,ORD-000000633,NQ-TOP-NAT-009-L-BLK,R02,완료,2024-03-11,교환
RET-000000136,ORD-000000667,NQ-PNT-PLT-002-S-GRY,R03,완료,2024-03-11,환불
RET-000000141,ORD-000000695,NQ-PNT-PLT-002-L-GRY,R01,완료,2024-03-11,교환
RET-000000144,ORD-000000706,NQ-PNT-PLT-002-S-GRY,R03,완료,2024-03-11,교환
RET-000000163,ORD-000000787,NQ-TOP-STR-004-M-WHT,R01,완료,2024-03-11,환불
RET-000000170,ORD-000000837,NQ-TOP-NAT-003-L-BLK,R03,완료,2024-03-11,교환
RET-000000177,ORD-000000880,NQ-CLR-WRM-001-S-ASH,R01,완료,2024-03-11,환불
RET-000000200,ORD-000000982,NQ-CLR-WRM-001-M-IVR,R02,완료,2024-03-11,환불
RET-000000202,ORD-000000986,NQ-TOP-NAT-006-L-BLK,R01,완료,2024-03-11,교환
RET-000000217,ORD-000001030,NQ-CLR-WRM-001-M-ASH,R02,완료,2024-03-11,교환
RET-000000219,ORD-000001031,NQ-PNT-PLT-002-M-BEG,R02,완료,2024-03-11,교환
RET-000000225,ORD-000001058,NQ-PNT-PLT-002-L-BEG,R03,완료,2024-03-11,교환
RET-000000268,ORD-000001314,NQ-PNT-PLT-002-L-BEG,R01,완료,2024-03-11,환불
RET-000000286,ORD-000001406,NQ-CLR-WRM-001-M-CRM,R02,완료,2024-03-11,환불
RET-000000295,ORD-000001485,NQ-TOP-NAT-003-L-WHT,R01,완료,2024-03-11,환불
RET-000000333,ORD-000001624,NQ-CLR-WRM-001-M-IVR,R01,완료,2024-03-11,환불
RET-000000340,ORD-000001652,NQ-PNT-PLT-004-M-GRY,R03,완료,2024-03-11,환불
RET-000000341,ORD-000001659,NQ-PNT-PLT-004-S-BEG,R01,완료,2024-03-11,교환
RET-000000400,ORD-000001895,NQ-PNT-PLT-004-M-GRY,R01,완료,2024-03-11,환불
RET-000000428,ORD-000001991,NQ-CLR-WRM-001-L-IVR,R01,완료,2024-03-11,교환
RET-000000438,ORD-000002020,NQ-PNT-PLT-004-M-GRY,R01,완료,2024-03-11,환불
RET-000000448,ORD-000002064,NQ-CLR-WRM-001-M-IVR,R03,완료,2024-03-11,환불
RET-000000452,ORD-000002070,NQ-PNT-PLT-006-M-BLK,R01,완료,2024-03-11,환불
RET-000000518,ORD-000002341,NQ-PNT-PLT-002-S-BLK,R03,완료,2024-03-11,교환
RET-000000526,ORD-000002369,NQ-CLR-MUT-003-L-CRM,R01,완료,2024-03-11,교환
RET-000000544,ORD-000002429,NQ-TOP-WAV-002-S-WHT,R03,완료,2024-03-11,교환
RET-000000546,ORD-000002448,NQ-TOP-STR-001-S-WHT,R04,완료,2024-03-11,환불
RET-000000554,ORD-000002471,NQ-PNT-5LT-001-S-BLK,R01,완료,2024-03-11,교환
RET-000000559,ORD-000002485,NQ-PNT-PLT-008-M-GRY,R02,완료,2024-03-11,교환
RET-000000563,ORD-000002492,NQ-CLR-MUT-006-S-IVR,R01,완료,2024-03-11,교환
RET-000000566,ORD-000002499,NQ-CLR-MUT-003-S-CRM,R04,완료,2024-03-11,환불
RET-000000594,ORD-000002616,NQ-PNT-PLT-002-XL-BLK,R03,완료,2024-03-11,교환
RET-000000605,ORD-000002662,NQ-TOP-WAV-002-S-WHT,R04,완료,2024-03-11,환불
RET-000000608,ORD-000002681,NQ-PNT-PLT-002-M-BEG,R03,완료,2024-03-11,환불
RET-000000634,ORD-000002808,NQ-TOP-STR-010-S-WHT,R03,완료,2024-03-11,환불
RET-000000640,ORD-000002835,NQ-PNT-PLT-006-M-BEG,R01,완료,2024-03-11,교환
RET-000000648,ORD-000002871,NQ-TOP-STR-001-M-BLK,R03,완료,2024-03-11,환불
RET-000000659,ORD-000002930,NQ-PNT-PLT-004-S-GRY,R03,완료,2024-03-11,환불
RET-000000666,ORD-000002966,NQ-CLR-COOL-002-S-CRM,R01,완료,2024-03-11,교환
RET-000000694,ORD-000003078,NQ-CLR-WRM-004-S-CRM,R02,완료,2024-03-11,환불
RET-000000703,ORD-000003143,NQ-PNT-5LT-003-L-GRY,R03,완료,2024-03-11,교환
RET-000000731,ORD-000003270,NQ-PNT-5LT-007-S-GRY,R01,완료,2024-03-11,교환
RET-000000752,ORD-000003374,NQ-TOP-WAV-008-S-WHT,R01,완료,2024-03-11,교환
RET-000000790,ORD-000003503,NQ-TOP-NAT-006-L-BLK,R03,완료,2024-03-11,교환
RET-000000847,ORD-000003711,NQ-PNT-PLT-006-L-GRY,R04,완료,2024-03-11,환불
RET-000000880,ORD-000003892,NQ-CLR-WRM-001-L-ASH,R04,완료,2024-03-11,교환
RET-000000914,ORD-000004058,NQ-CLR-MUT-006-L-IVR,R01,완료,2024-03-11,환불
RET-000000926,ORD-000004100,NQ-CLR-WRM-001-L-IVR,R01,완료,2024-03-11,환불
RET-000000942,ORD-000004160,NQ-PNT-PLT-002-M-GRY,R01,완료,2024-03-11,환불
RET-000000943,ORD-000004174,NQ-TOP-WAV-005-M-BLK,R01,완료,2024-03-11,교환
RET-000000953,ORD-000004204,NQ-PNT-5LT-001-XL-GRY,R01,완료,2024-03-11,환불
RET-000000033,ORD-000000149,NQ-CLR-COOL-002-S-IVR,R03,완료,2024-03-12,교환
RET-000000045,ORD-000000203,NQ-PNT-5LT-001-M-BEG,R04,완료,2024-03-12,환불
RET-000000046,ORD-000000212,NQ-TOP-NAT-006-M-BLK,R04,완료,2024-03-12,교환
RET-000000095,ORD-000000404,NQ-PNT-5LT-001-M-GRY,R02,완료,2024-03-12,환불
RET-000000099,ORD-000000460,NQ-TOP-STR-001-M-BLK,R01,완료,2024-03-12,교환
RET-000000113,ORD-000000531,NQ-PNT-5LT-003-M-BLK,R04,완료,2024-03-12,교환
RET-000000154,ORD-000000746,NQ-TOP-STR-007-M-WHT,R03,완료,2024-03-12,교환
RET-000000157,ORD-000000762,NQ-CLR-WRM-004-S-ASH,R01,완료,2024-03-12,환불
RET-000000192,ORD-000000953,NQ-PNT-PLT-006-S-BEG,R04,완료,2024-03-12,교환
RET-000000203,ORD-000000990,NQ-PNT-5LT-001-XL-BEG,R03,완료,2024-03-12,교환
RET-000000210,ORD-000001011,NQ-CLR-MUT-003-L-ASH,R01,완료,2024-03-12,교환
RET-000000253,ORD-000001235,NQ-TOP-STR-001-L-WHT,R02,완료,2024-03-12,교환
RET-000000291,ORD-000001471,NQ-PNT-PLT-002-XS-BLK,R02,완료,2024-03-12,환불
RET-000000292,ORD-000001475,NQ-TOP-WAV-002-M-WHT,R01,완료,2024-03-12,교환
RET-000000329,ORD-000001606,NQ-TOP-NAT-009-L-WHT,R04,완료,2024-03-12,환불
RET-000000361,ORD-000001739,NQ-PNT-PLT-004-S-GRY,R01,완료,2024-03-12,교환
RET-000000401,ORD-000001905,NQ-PNT-5LT-003-S-GRY,R01,완료,2024-03-12,교환
RET-000000433,ORD-000002010,NQ-PNT-PLT-006-S-GRY,R01,완료,2024-03-12,교환
RET-000000473,ORD-000002172,NQ-PNT-PLT-004-XL-BEG,R01,완료,2024-03-12,교환
RET-000000494,ORD-000002245,NQ-PNT-PLT-002-L-GRY,R01,완료,2024-03-12,교환
RET-000000511,ORD-000002316,NQ-PNT-PLT-002-S-BEG,R01,완료,2024-03-12,환불
RET-000000514,ORD-000002329,NQ-PNT-PLT-002-M-BLK,R04,완료,2024-03-12,환불
RET-000000522,ORD-000002348,NQ-TOP-WAV-008-M-WHT,R01,완료,2024-03-12,교환
RET-000000533,ORD-000002387,NQ-CLR-COOL-002-S-CRM,R02,완료,2024-03-12,교환
RET-000000564,ORD-000002494,NQ-CLR-WRM-001-L-IVR,R01,완료,2024-03-12,교환
RET-000000599,ORD-000002640,NQ-PNT-5LT-003-M-BEG,R01,완료,2024-03-12,환불
RET-000000617,ORD-000002735,NQ-TOP-WAV-008-M-BLK,R01,완료,2024-03-12,환불
RET-000000642,ORD-000002842,NQ-TOP-WAV-002-S-BLK,R01,완료,2024-03-12,환불
RET-000000698,ORD-000003106,NQ-PNT-PLT-002-M-GRY,R01,완료,2024-03-12,교환
RET-000000734,ORD-000003276,NQ-TOP-STR-001-M-BLK,R02,완료,2024-03-12,환불
RET-000000745,ORD-000003333,NQ-TOP-NAT-003-S-WHT,R03,완료,2024-03-12,교환
RET-000000749,ORD-000003359,NQ-PNT-5LT-003-S-GRY,R03,완료,2024-03-12,교환
RET-000000750,ORD-000003367,NQ-PNT-5LT-005-L-BLK,R01,완료,2024-03-12,교환
RET-000000816,ORD-000003605,NQ-PNT-PLT-006-M-GRY,R01,완료,2024-03-12,교환
RET-000000909,ORD-000004037,NQ-PNT-PLT-002-M-BEG,R01,완료,2024-03-12,교환
RET-000000913,ORD-000004045,NQ-PNT-PLT-002-M-BLK,R04,완료,2024-03-12,교환
RET-000000919,ORD-000004076,NQ-CLR-WRM-001-L-IVR,R01,완료,2024-03-12,교환
RET-000000924,ORD-000004089,NQ-PNT-PLT-002-L-GRY,R02,완료,2024-03-12,교환
RET-000000938,ORD-000004137,NQ-CLR-COOL-002-M-ASH,R02,완료,2024-03-12,교환
RET-000000964,ORD-000004254,NQ-TOP-WAV-008-S-BLK,R01,완료,2024-03-12,교환
RET-000000967,ORD-000004259,NQ-PNT-5LT-003-L-BLK,R01,완료,2024-03-12,환불
RET-000000972,ORD-000004280,NQ-CLR-WRM-001-S-IVR,R03,완료,2024-03-12,환불
RET-000001012,ORD-000004436,NQ-PNT-PLT-002-S-BLK,R04,완료,2024-03-12,교환
RET-000001019,ORD-000004475,NQ-PNT-5LT-001-S-BLK,R03,완료,2024-03-12,교환
RET-000001054,ORD-000004629,NQ-TOP-STR-004-S-BLK,R01,완료,2024-03-12,교환
RET-000001056,ORD-000004638,NQ-PNT-5LT-001-M-GRY,R03,완료,2024-03-12,교환
RET-000001057,ORD-000004643,NQ-CLR-COOL-002-M-CRM,R01,완료,2024-03-12,환불
RET-000001083,ORD-000004736,NQ-PNT-PLT-002-M-BEG,R01,완료,2024-03-12,교환
RET-000000008,ORD-000000027,NQ-TOP-NAT-006-M-WHT,R01,완료,2024-03-13,교환
RET-000000044,ORD-000000202,NQ-PNT-5LT-003-L-BLK,R03,완료,2024-03-13,환불
RET-000000055,ORD-000000253,NQ-CLR-MUT-003-S-CRM,R01,완료,2024-03-13,교환
RET-000000065,ORD-000000291,NQ-CLR-COOL-002-L-ASH,R04,완료,2024-03-13,교환
RET-000000067,ORD-000000292,NQ-PNT-PLT-004-S-BEG,R01,완료,2024-03-13,환불
RET-000000100,ORD-000000462,NQ-CLR-MUT-003-L-CRM,R01,완료,2024-03-13,환불
RET-000000102,ORD-000000477,NQ-TOP-WAV-002-S-WHT,R02,완료,2024-03-13,교환
RET-000000105,ORD-000000491,NQ-TOP-STR-004-S-WHT,R01,완료,2024-03-13,교환
RET-000000150,ORD-000000725,NQ-PNT-PLT-002-L-GRY,R01,완료,2024-03-13,교환
RET-000000153,ORD-000000737,NQ-PNT-PLT-002-XS-BLK,R01,완료,2024-03-13,교환
RET-000000167,ORD-000000825,NQ-TOP-WAV-002-S-WHT,R01,완료,2024-03-13,환불
RET-000000168,ORD-000000834,NQ-PNT-PLT-002-L-BEG,R01,완료,2024-03-13,교환
RET-000000178,ORD-000000882,NQ-TOP-WAV-002-M-BLK,R01,완료,2024-03-13,환불
RET-000000208,ORD-000001007,NQ-PNT-PLT-002-S-GRY,R01,완료,2024-03-13,교환
RET-000000213,ORD-000001022,NQ-TOP-WAV-008-M-WHT,R01,완료,2024-03-13,환불
RET-000000218,ORD-000001030,NQ-CLR-WRM-004-M-IVR,R01,완료,2024-03-13,교환
RET-000000238,ORD-000001137,NQ-CLR-WRM-001-M-ASH,R03,완료,2024-03-13,교환
RET-000000256,ORD-000001249,NQ-CLR-WRM-001-L-CRM,R04,완료,2024-03-13,교환
RET-000000290,ORD-000001460,NQ-CLR-MUT-006-M-IVR,R02,완료,2024-03-13,교환
RET-000000307,ORD-000001516,NQ-CLR-WRM-001-L-CRM,R03,완료,2024-03-13,환불
RET-000000354,ORD-000001706,NQ-PNT-5LT-001-M-BEG,R02,완료,2024-03-13,교환
RET-000000381,ORD-000001821,NQ-PNT-5LT-007-L-BEG,R02,완료,2024-03-13,환불
RET-000000393,ORD-000001873,NQ-PNT-5LT-001-XS-GRY,R04,완료,2024-03-13,환불
RET-000000403,ORD-000001907,NQ-TOP-NAT-003-M-WHT,R04,완료,2024-03-13,환불
RET-000000417,ORD-000001953,NQ-PNT-5LT-005-M-BEG,R01,완료,2024-03-13,환불
RET-000000422,ORD-000001976,NQ-TOP-STR-001-S-BLK,R01,완료,2024-03-13,환불
RET-000000467,ORD-000002139,NQ-TOP-WAV-005-S-WHT,R03,완료,2024-03-13,교환
RET-000000472,ORD-000002171,NQ-CLR-WRM-001-S-ASH,R02,완료,2024-03-13,환불
RET-000000485,ORD-000002228,NQ-PNT-5LT-001-L-BLK,R03,완료,2024-03-13,교환
RET-000000502,ORD-000002282,NQ-TOP-WAV-002-S-WHT,R03,완료,2024-03-13,환불
RET-000000542,ORD-000002422,NQ-TOP-STR-001-S-BLK,R01,완료,2024-03-13,교환
RET-000000638,ORD-000002831,NQ-TOP-WAV-002-L-BLK,R01,완료,2024-03-13,교환
RET-000000650,ORD-000002875,NQ-CLR-COOL-005-S-ASH,R01,완료,2024-03-13,교환
RET-000000669,ORD-000002985,NQ-TOP-NAT-003-S-BLK,R03,완료,2024-03-13,교환
RET-000000675,ORD-000002999,NQ-TOP-STR-001-M-WHT,R03,완료,2024-03-13,교환
RET-000000676,ORD-000003007,NQ-PNT-PLT-002-XS-BLK,R04,완료,2024-03-13,교환
RET-000000743,ORD-000003313,NQ-PNT-PLT-002-M-BEG,R01,완료,2024-03-13,교환
RET-000000746,ORD-000003347,NQ-TOP-NAT-003-M-WHT,R01,완료,2024-03-13,환불
RET-000000768,ORD-000003426,NQ-TOP-WAV-002-M-BLK,R04,완료,2024-03-13,교환
RET-000000772,ORD-000003435,NQ-PNT-PLT-004-M-BLK,R02,완료,2024-03-13,환불
RET-000000780,ORD-000003465,NQ-PNT-PLT-002-XS-BEG,R01,완료,2024-03-13,환불
RET-000000784,ORD-000003472,NQ-CLR-MUT-003-L-CRM,R03,완료,2024-03-13,교환
RET-000000801,ORD-000003549,NQ-TOP-WAV-005-S-BLK,R01,완료,2024-03-13,교환
RET-000000802,ORD-000003554,NQ-CLR-WRM-001-S-ASH,R01,완료,2024-03-13,환불
RET-000000824,ORD-000003641,NQ-PNT-PLT-004-M-BLK,R01,완료,2024-03-13,환불
RET-000000825,ORD-000003642,NQ-PNT-PLT-002-S-BLK,R03,완료,2024-03-13,교환
RET-000000873,ORD-000003837,NQ-PNT-PLT-004-L-BLK,R01,완료,2024-03-13,환불
RET-000000888,ORD-000003939,NQ-TOP-WAV-002-M-WHT,R01,완료,2024-03-13,환불
RET-000000890,ORD-000003951,NQ-PNT-5LT-003-L-BEG,R04,완료,2024-03-13,교환
RET-000000895,ORD-000003979,NQ-CLR-WRM-001-S-CRM,R01,완료,2024-03-13,교환
RET-000000937,ORD-000004136,NQ-PNT-PLT-006-M-BLK,R01,완료,2024-03-13,교환
RET-000000986,ORD-000004336,NQ-TOP-NAT-003-L-WHT,R01,완료,2024-03-13,교환
RET-000001000,ORD-000004385,NQ-TOP-WAV-002-M-BLK,R03,완료,2024-03-13,환불
RET-000001002,ORD-000004392,NQ-CLR-WRM-001-L-ASH,R03,완료,2024-03-13,교환
RET-000001032,ORD-000004529,NQ-TOP-WAV-002-L-WHT,R03,완료,2024-03-13,환불
RET-000001041,ORD-000004575,NQ-CLR-WRM-001-S-CRM,R02,완료,2024-03-13,교환
RET-000001059,ORD-000004647,NQ-PNT-5LT-003-L-BEG,R01,완료,2024-03-13,교환
RET-000001061,ORD-000004653,NQ-TOP-NAT-003-L-BLK,R02,완료,2024-03-13,환불
RET-000001067,ORD-000004667,NQ-CLR-COOL-002-S-ASH,R03,완료,2024-03-13,교환
RET-000001074,ORD-000004690,NQ-PNT-PLT-006-M-BLK,R01,완료,2024-03-13,교환
RET-000001093,ORD-000004779,NQ-PNT-5LT-001-M-BEG,R01,완료,2024-03-13,교환
